,0,1,2
1695,VANGUARD,newClient Service Representative Virtual Hiring Event,"['network', 'series 7', 'ui']"
1696,VANGUARD,Corporate Counsel,['ui']
1697,VANGUARD,"newCDL-A Truck Driver - Planned Home Time - Earn Up to $80,000/...",['ui']
1698,VANGUARD,Team Lead Mobile,"['programming', 'engineering', 'api', 'ui']"
1699,VANGUARD,newFintech Project Manager,['ui']
1700,VANGUARD,Sterilization Technician,['ui']
1701,VANGUARD,Packer and Packager,[]
1702,VANGUARD,Essay Specialist,['ui']
1703,VANGUARD,Client Relationship Associate - AZ 2022,"['series 7', 'ui']"
1704,VANGUARD,Processing Associate,['ui']
1705,VANGUARD,newAdministrative Assistant,['ui']
1706,ENNUVIZ,Progerss Developer,"['javascript', 'java', 'ux', 'html']"
1707,ENNUVIZ,Program Manager,"['api', 'ui']"
1708,ENNUVIZ,Threat Intelligence & Threat Hunting Specialist,"['python', 'python', 'engineering', 'computer science', 'ui']"
1709,ENNUVIZ,Oracle Apps DBA,"['database', 'ui']"
1710,ENNUVIZ,.Net Developer,"['sql', 'java', 'programming', 'engineering', 'computer science', 'ui']"
1711,ENNUVIZ,Support Engineer,"['network', 'engineering', 'ux', 'ui', 'operating systems']"
1712,ENNUVIZ,Call Center Representative,['ui']
1713,ENNUVIZ,newSystem/ Windows Engineer,"['network', 'engineering', 'ux', 'ui', 'operating systems']"
1714,ENNUVIZ,SENIOR Fullstack .NET/Angular DEV,"['c#', 'programming', 'engineering', 'api', 'ui']"
1715,ENNUVIZ,Drupal Developer,"['sql', 'engineering', 'ui']"
1716,ENNUVIZ,Incident Response and Forensics Specialist,"['python', 'python', 'engineering', 'computer science', 'ui']"
1717,ENNUVIZ,Xamarin Developer,"['c#', 'sql', 'javascript', 'java', 'programming', 'engineering', 'api', 'ui', 'html']"
1718,ENNUVIZ,Trade Support Engineer,"['python', 'python', 'sql', 'java', 'engineering', 'computer science', 'finance', 'database', 'ux', 'ui']"
1719,ENNUVIZ,Quantitive Research Analyst,"['c++', 'mathematics', 'programming', 'trading', 'phd', 'statistics', 'ui']"
1720,ENNUVIZ,QA Test Lead,"['engineering', 'ui']"
1721,CLEAR STREET,Communications Associate,"['communications', 'engineering', 'finance', 'trading', 'api', 'ui']"
1722,CLEAR STREET,"Software Engineer, Frontend - Multiple Teams (Multiple Level...","['javascript', 'reactjs', 'java', 'finance', 'trading', 'api', 'ux', 'ui', 'html']"
1723,CLEAR STREET,Capital Introduction Associate,"['network', 'finance', 'trading', 'api', 'ui']"
1724,CLEAR STREET,FPGA Engineer - Multiple Teams (Multiple Levels),"['python', 'c++', 'python', 'electrical engineering', 'engineering', 'computer science', 'trading', 'physics', 'statistics', 'ui']"
1725,CLEAR STREET,"Software Engineer, Full Stack - Multiple Teams (Multiple Lev...","['javascript', 'java', 'computer science', 'finance', 'trading', 'api', 'ux', 'ui']"
1726,CLEAR STREET,"Trader, Fixed Income (Junior/Mid)","['python', 'python', 'mathematics', 'electrical engineering', 'engineering', 'computer science', 'trading', 'physics', 'statistics', 'ui']"
1727,CLEAR STREET,"Director, FP&A","['finance', 'trading', 'api', 'ui']"
1728,CLEAR STREET,Senior Security Engineer,"['network', 'finance', 'trading', 'ui']"
1729,CLEAR STREET,newEngineering Manager - Main Product,"['engineering', 'computer science', 'finance', 'trading', 'api', 'ui']"
1730,CLEAR STREET,"Software Engineer, Infrastructure (Mid/Senior)","['c++', 'programming', 'network', 'electrical engineering', 'engineering', 'computer engineering', 'computer science', 'trading', 'physics', 'low-latency', 'statistics', 'api', 'ui']"
1731,CLEAR STREET,"Software Engineer, Backend - Main Product (Mid/Senior Level)","['python', 'c#', 'python', 'sql', 'java', 'engineering', 'finance', 'trading', 'database', 'api', 'ui']"
1732,CLEAR STREET,"Software Engineer, Backend - Clearing & Custody (Mid/Senior...","['c++', 'sql', 'java', 'engineering', 'finance', 'trading', 'api', 'ui']"
1733,CLEAR STREET,"Software Engineer, Full Stack (Mid/Senior)","['python', 'python', 'javascript', 'java', 'electrical engineering', 'engineering', 'computer science', 'trading', 'physics', 'statistics', 'api', 'ui']"
1734,CLEAR STREET,"Director, Financial Systems","['sql', 'finance', 'trading', 'api', 'ui']"
1735,CLEAR STREET,"Software Engineer, C++ (Mid/Senior)","['c++', 'programming', 'network', 'electrical engineering', 'engineering', 'computer engineering', 'computer science', 'trading', 'physics', 'low-latency', 'statistics', 'api', 'ui']"
1736,ARISTOTLE CAPITAL MANAGEMENT,Overnight Trader - Global Equity,"['python', 'python', 'sql', 'communications', 'finance', 'cfa', 'trading', 'api', 'ui']"
1737,ARISTOTLE CAPITAL MANAGEMENT,Internal Wholesaler,"['communications', 'finance', 'trading', 'api', 'ui']"
1738,ARISTOTLE CAPITAL MANAGEMENT,"Vice President, Advisory National Accounts","['finance', 'cfa', 'cfp', 'trading', 'api', 'ui']"
1739,ARISTOTLE CAPITAL MANAGEMENT,"Data Analyst, Advisory Distribution","['python', 'python', 'sql', 'finance', 'trading', 'api', 'ui']"
1740,ARISTOTLE CAPITAL MANAGEMENT,Portfolio Administrator/Research Assistant,"['communications', 'finance', 'portfolio management', 'trading', 'api', 'ui']"
1741,ARISTOTLE CAPITAL MANAGEMENT,Senior Administrative Assistant,"['finance', 'trading', 'database', 'api', 'ui']"
1742,ARISTOTLE CAPITAL MANAGEMENT,Senior Service Desk Support Technician,"['network', 'api', 'ui', 'operating systems']"
1743,ARISTOTLE CAPITAL MANAGEMENT,Service Desk Support Technician,"['network', 'api', 'ui', 'operating systems']"
1744,ARISTOTLE CAPITAL MANAGEMENT,Salesforce Senior Developer,"['javascript', 'java', 'api', 'ui', 'html']"
1745,WELLS FARGO BANK,newTeller 20 Hrs - Hollin Hall,['ui']
1746,WELLS FARGO BANK,newTeller 20 Hours - North Washington,['ui']
1747,WELLS FARGO BANK,newAdministrative Assistant,['ui']
1748,WELLS FARGO BANK,Mortgage Bank Sales Consultant - DC and MD Suburbs,['ui']
1749,WELLS FARGO BANK,newOperations Processor,['ui']
1750,WELLS FARGO BANK,newMortgage Bank Sales Consultant (SAFE),['ui']
1751,WELLS FARGO BANK,newRelationship Banker,['ui']
1752,WELLS FARGO BANK,newCustomer Service Associate,['ui']
1753,WELLS FARGO BANK,Mortgage Loan Officer - Outside Sales,['ui']
1754,WELLS FARGO BANK,newTeller 20 hours Elden & Alabama,['ui']
1755,WELLS FARGO BANK,Field Support Associate Manager,"['series 7', 'ui']"
1756,WELLS FARGO BANK,Business Development Officer,"['network', 'ui']"
1757,WELLS FARGO BANK,newSenior Counsel-Payments Fraud,['ui']
1758,WELLS FARGO BANK,newAssociate Customer Success Representative Card Services,"['communications', 'ui']"
1759,WELLS FARGO BANK,newFraud & Claims Operations Associate,['ui']
1760,TRADESTATION,Crypto Education Content Creator - Contract,"['trading', 'ui']"
1761,TRADESTATION,Crypto Content Creator,"['communications', 'trading', 'ui']"
1762,TRADESTATION,Product Manager - Client Applications,"['trading', 'ui']"
1763,TRADESTATION,Team Lead - Mobile,"['python', 'c#', 'python', 'javascript', 'java', 'programming', 'computer science', 'trading', 'ui']"
1764,TRADESTATION,newMarketing Content Specialist,['ui']
1765,TRADESTATION,newSystem Engineer,"['sql', 'network', 'data analytics', 'database', 'ux', 'ui']"
1766,TRADESTATION,"Director, Product Management - Crypto Growth","['trading', 'api', 'ui']"
1767,TRADESTATION,Crypto Operations Manager,"['trading', 'series 7', 'api', 'ui']"
1768,TRADESTATION,"Sr Manager, Education Communication Compliance","['communications', 'series 7', 'ui']"
1769,TRADESTATION,UI/UX Designer,"['engineering', 'computer science', 'trading', 'api', 'ux', 'ui']"
1770,TRADESTATION,Sr Site Reliability Engineer - Crypto Products,"['python', 'c#', 'python', 'programming', 'network', 'engineering', 'computer science', 'trading', 'ui']"
1771,TRADESTATION,Chief Compliance Officer - TradeStation Crypto,"['communications', 'trading', 'api', 'ui']"
1772,TRADESTATION,"VP, Strategic Alliances","['python', 'c++', 'python', 'java', 'trading', 'series 7', 'api', 'ui']"
1773,TRADESTATION,"Director, Crypto Lending","['communications', 'finance', 'ui']"
1774,TRADESTATION,Customer Risk Manager,['ui']
1775,NATIXIS,"Model Risk Validator, Associate","['python', 'python', 'sql', 'mathematics', 'programming', 'finance', 'cfa', 'physics', 'masters', 'statistics', 'economics', 'ui']"
1776,NATIXIS,"Initiateur, Financement immobilier","['finance', 'api', 'ux', 'ui']"
1777,NATIXIS,"Initiateur, Financement immobilier","['finance', 'api', 'ux', 'ui']"
1778,NATIXIS,Ingénieur système,"['ux', 'ui']"
1779,NATIXIS,Chief Information Security Officer,"['network', 'computer science', 'ui']"
1780,NATIXIS,Ventes de crédit,"['finance', 'database', 'series 7', 'economics', 'ui']"
1781,NATIXIS,Analyste de fonds,"['finance', 'cfa', 'trading', 'api', 'ux', 'ui']"
1782,NATIXIS,ASF Origination Associate,"['finance', 'api', 'ui']"
1783,NATIXIS,Spécialiste de la rémunération des titres à revenu fixe,"['finance', 'ux', 'ui']"
1784,NATIXIS,Client Services Officer,"['trading', 'api', 'ui']"
1785,NATIXIS,"Responsable, Finances de l’infrastructure (VP)","['communications', 'finance', 'api', 'ux', 'ui']"
1786,NATIXIS,"Agent principal des données, Amériques","['engineering', 'computer engineering', 'computer science', 'data analytics', 'finance', 'ui']"
1787,NATIXIS,Analyste de fonds,"['finance', 'cfa', 'trading', 'api', 'ux', 'ui']"
1788,NATIXIS,Taxonomy Officer,['ui']
1789,NATIXIS,Officier de taxonomie,"['finance', 'ux', 'ui']"
1790,BARCLAYS,Fraud Investigation Agent,"['communications', 'finance', 'ui']"
1791,BARCLAYS,Customer Service Representative - Care,"['communications', 'ui']"
1792,BARCLAYS,Administrative Assistant,"['api', 'ui']"
1793,BARCLAYS,Fraud Account Review Analyst,"['ux', 'ui']"
1794,BARCLAYS,Customer Service Representative – Bilingual Spanish,"['ux', 'ui']"
1795,BARCLAYS,Fraud Resolution Analyst,"['ux', 'ui']"
1796,BARCLAYS,Customer Service Representative - Collections,"['communications', 'ui']"
1797,BARCLAYS,newSolution Designer,"['c#', 'engineering', 'ui']"
1798,BARCLAYS,Reconciler,"['ux', 'ui']"
1799,BARCLAYS,Banking Associate – Expert Graduate Programme – 2022,"['network', 'finance', 'masters', 'api', 'ui']"
1800,BARCLAYS,Ops Process and Control Team Manager,"['finance', 'ui']"
1801,BARCLAYS,Learning Advisor,"['finance', 'ui']"
1802,BARCLAYS,Learning Assistant Vice President,"['finance', 'ui']"
1803,BARCLAYS,newSocial Media Coordinator,"['finance', 'ui']"
1804,BARCLAYS,Customer Service Representative - Fraud,"['communications', 'ui']"
